CPU,RAM,Storage,GPU,ScreenSize,ScreenType,TouchType,Form,Region,Price in INR
20,15,23,26,15,UHD,Non-Touch,Laptop,FRA,2538822.153
42,13,40,28,14,FHD,Touch,Laptop,IND,1137531.5
25,15,59,28,15,FHD,Non-Touch,Laptop,GBR,1830021.879
5,13,41,28,13,HD+,Non-Touch,Laptop,GER,2000119.965
25,13,56,28,14,FHD,Non-Touch,Laptop,AUS,1206919.455
25,15,41,8,15,FHD,Non-Touch,Laptop,USA,2037657.384
39,7,39,28,17,UHD,Non-Touch,Desktop,CHN,9110896.2
20,3,54,28,17,FHD,Non-Touch,Laptop,FRA,1941015.069
44,7,23,28,23,FHD,Non-Touch,Desktop,AUS,807561.615
10,15,56,5,15,FHD,Non-Touch,Laptop,AUS,1344825.825
25,15,29,28,10,FHD,Non-Touch,Desktop,FRA,792812.041
6,15,41,28,13,FHD+,Non-Touch,Laptop,AUS,1613634.12
19,7,64,11,10,FHD,Non-Touch,Desktop,BRA,12204546.39
12,7,4,10,13,FHD,Touch,Laptop,FRA,898200.324
10,3,41,12,15,FHD,Non-Touch,Laptop,AUS,1481409.51
20,7,56,5,17,FHD,Non-Touch,Laptop,FRA,2317149.1
20,15,70,4,15,FHD,Non-Touch,Laptop,USA,1294391.236
12,15,4,32,15,FHD,Non-Touch,Laptop,IND,1326349.5
25,15,4,28,13,FHD,Non-Touch,Laptop,AUS,1237934.88
22,3,54,3,15,UHD,Touch,Laptop,IND,6370710.024
19,2,23,11,10,FHD,Non-Touch,Desktop,USA,9746770.073
25,15,23,28,10,FHD,Non-Touch,Desktop,AUS,902354.355
20,15,54,14,15,UHD,Non-Touch,Laptop,FRA,2280136.999
19,12,16,11,10,FHD,Non-Touch,Desktop,FRA,5006437.443
25,7,23,19,10,FHD,Non-Touch,Desktop,AUS,1152705.435
20,3,53,7,17,FHD,Non-Touch,Laptop,FRA,3310984.95
20,3,4,28,15,FHD,Non-Touch,Laptop,GER,2255509.2
35,7,52,10,15,FHD,Touch,Laptop,FRA,1502096.4
22,15,43,18,10,FHD,Non-Touch,Desktop,FRA,2347879.401
20,16,41,28,23,UHD,Touch,Desktop,FRA,1805984.95
12,15,41,10,13,UHD,Touch,Laptop,FRA,1205104.936
20,3,23,7,15,FHD,Non-Touch,Laptop,AUS,3959586.225
6,15,54,28,12,FHD,Touch,Laptop,IND,3323788.482
25,15,23,28,15,HD,Touch,Laptop,FRA,830088
20,3,54,28,14,FHD+,Touch,Laptop,USA,3591996.912
25,15,41,28,14,FHD,Non-Touch,Laptop,AUS,1111093.2
6,15,41,28,12,FHD+,Non-Touch,Laptop,GBR,1842048.005
20,15,70,4,10,FHD,Non-Touch,Desktop,USA,1957374.72
6,15,56,28,10,FHD,Non-Touch,Desktop,FRA,1060834.845
25,15,40,28,13,FHD,Non-Touch,Laptop,GBR,2093047.334
12,15,39,34,10,FHD,Non-Touch,Desktop,FRA,1451504.88
42,15,41,28,23,FHD,Touch,Desktop,FRA,1211264.859
42,15,41,4,17,HD+,Non-Touch,Laptop,IND,1070196.162
1,3,39,14,15,UHD,Non-Touch,Laptop,CHN,4637430
20,3,52,2,10,FHD,Non-Touch,Desktop,IND,2325134.658
25,3,56,19,15,FHD,Non-Touch,Laptop,IND,2502973.284
20,3,41,14,13,FHD,Non-Touch,Laptop,IND,2686837.58
20,15,41,14,17,FHD,Non-Touch,Laptop,IND,1888850.247
20,15,52,28,15,UHD,Touch,Laptop,FRA,2396338.875
9,3,70,14,10,FHD,Non-Touch,Desktop,FRA,1170692.796
20,7,70,28,17,FHD,Non-Touch,Desktop,CHN,5650621.2
20,15,4,19,15,FHD,Non-Touch,Laptop,IND,2154063.45
20,7,4,19,15,FHD,Non-Touch,Laptop,FRA,1828834.7
22,3,23,17,15,UHD,Non-Touch,Laptop,AUS,3505153.89
15,15,39,28,15,HD+,Non-Touch,Laptop,AUS,593546.625
12,15,41,10,17,FHD,Non-Touch,Laptop,IND,1167033.098
12,15,41,28,13,FHD,Touch,Laptop,FRA,1450349.733
10,15,23,5,15,FHD,Non-Touch,Laptop,AUS,1376950.47
20,3,56,28,15,FHD,Non-Touch,Laptop,GBR,2147681.606
22,3,54,3,17,FHD,Non-Touch,Desktop,AUS,8465186.205
22,15,16,18,10,FHD,Non-Touch,Desktop,FRA,2182514.684
22,3,23,28,10,FHD,Non-Touch,Desktop,FRA,1343480.733
22,7,23,26,15,UHD,Non-Touch,Laptop,FRA,4286504.691
25,3,56,14,10,FHD,Non-Touch,Desktop,IND,1714332.438
20,3,53,19,15,FHD,Non-Touch,Laptop,FRA,2293769.8
21,15,54,28,13,HD+,Non-Touch,Laptop,IND,2759554.49
20,13,23,28,15,FHD,Touch,Laptop,FRA,1375649.8
25,15,23,5,15,HD+,Touch,Laptop,FRA,1426325.663
20,16,23,28,10,FHD,Non-Touch,Desktop,FRA,1457664.656
22,15,56,17,17,FHD,Non-Touch,Laptop,CAN,2794432.55
20,3,41,18,15,FHD,Non-Touch,Laptop,USA,3647955.024
20,3,70,18,15,FHD,Non-Touch,Laptop,AUS,2835903.42
20,3,52,28,15,FHD,Touch,Laptop,FRA,1229341.4
25,11,54,28,14,UHD,Non-Touch,Laptop,AUS,1386398.895
22,3,23,12,15,FHD,Non-Touch,Laptop,GBR,2361462.215
13,15,41,28,12,QHD+,Touch,Laptop,FRA,1618397.2
1,3,56,7,17,QHD,Non-Touch,Laptop,AUS,6366705.975
10,7,56,28,10,FHD,Non-Touch,Desktop,AUS,1247733.584
12,15,70,10,15,FHD,Non-Touch,Laptop,CAN,1099597.59
22,7,54,3,15,FHD,Non-Touch,Laptop,FRA,4016724.551
22,15,23,14,10,FHD,Non-Touch,Desktop,FRA,1236464.544
20,15,70,28,15,FHD,Non-Touch,Laptop,GER,1439796.87
1,3,54,28,15,QHD+,Non-Touch,Laptop,IND,5838356.328
20,8,23,3,17,FHD,Non-Touch,Laptop,AUS,6961267.95
25,15,46,28,13,UHD,Non-Touch,Laptop,AUS,2317715.4
6,15,4,14,15,FHD,Touch,Laptop,GER,1577956.212
25,15,8,28,13,UHD,Non-Touch,Laptop,AUS,2332262.1
25,15,53,19,10,FHD,Non-Touch,Desktop,FRA,1391654.537
42,13,69,28,15,FHD,Non-Touch,Laptop,BRA,844937.9978
20,7,23,28,17,UHD,Non-Touch,Laptop,FRA,2479249.5
25,15,56,12,15,FHD,Non-Touch,Laptop,IND,2285157.91
20,3,55,19,15,FHD,Non-Touch,Laptop,AUS,2444009.715
14,15,5,28,15,FHD,Non-Touch,Laptop,FRA,790739.495
20,15,41,28,15,UHD,Non-Touch,Laptop,FRA,1161809.509
25,13,53,28,10,FHD,Non-Touch,Desktop,CAN,958710.3162
20,15,23,7,15,FHD,Non-Touch,Laptop,AUS,2686453.875
25,15,70,4,15,FHD,Non-Touch,Laptop,USA,1163028.782
6,15,41,14,15,FHD,Non-Touch,Laptop,FRA,1199753.1
25,15,23,28,14,FHD,Non-Touch,Laptop,AUS,1239648.06
20,3,49,19,13,QHD+,Touch,Laptop,FRA,3656654.4
6,13,41,28,15,FHD,Non-Touch,Laptop,GER,1760853.22
6,15,23,32,15,FHD,Non-Touch,Laptop,IND,1100872.15
40,13,40,28,15,HD+,Non-Touch,Laptop,AUS,839532.4497
22,15,67,12,15,FHD,Non-Touch,Laptop,FRA,1512117.411
25,13,40,28,14,HD,Non-Touch,Laptop,CHN,1113397.488
25,3,54,28,15,FHD,Touch,Laptop,IND,2025243.794
42,14,23,28,21,FHD,Touch,Desktop,FRA,922213.369
5,15,41,28,13,FHD,Non-Touch,Laptop,CHN,2376440.343
20,15,41,8,17,FHD,Non-Touch,Laptop,USA,2137195.368
12,3,23,9,17,FHD,Non-Touch,Laptop,GBR,3003479.682
5,15,41,28,12,QHD+,Touch,Laptop,FRA,1362592
1,7,10,32,15,QHD+,Non-Touch,Laptop,IND,13075646.08
6,15,40,19,10,FHD,Non-Touch,Desktop,CAN,1484025.871
20,3,41,18,17,FHD,Non-Touch,Laptop,IND,2951929.89
36,15,23,28,15,HD+,Non-Touch,Laptop,GER,965866.048
6,1,41,28,15,HD,Non-Touch,Laptop,FRA,752288.327
22,3,53,12,15,FHD,Non-Touch,Laptop,GBR,2734067.434
22,3,23,26,17,FHD,Non-Touch,Desktop,AUS,6900353.985
8,3,70,31,10,FHD,Non-Touch,Desktop,AUS,8014414.275
20,3,41,7,15,FHD,Non-Touch,Laptop,IND,4410014
22,3,31,11,10,FHD,Non-Touch,Desktop,FRA,3769904.292
20,15,70,35,15,FHD,Non-Touch,Laptop,CHN,1131197.13
20,3,46,28,15,UHD,Non-Touch,Laptop,AUS,4409153.28
8,7,24,31,10,FHD,Non-Touch,Desktop,FRA,4808004.236
25,15,23,4,15,HD,Non-Touch,Laptop,CHN,1013010.516
44,3,23,28,21,FHD,Touch,Desktop,FRA,898549.008
20,3,52,5,17,FHD,Non-Touch,Laptop,FRA,2446180.8
25,15,40,28,17,HD+,Non-Touch,Laptop,BRA,1205911.657
6,16,23,10,15,FHD,Touch,Laptop,FRA,1261664.229
20,15,54,28,14,UHD,Non-Touch,Laptop,AUS,1612688.805
20,16,53,19,15,FHD,Non-Touch,Laptop,FRA,1451560.222
1,3,54,14,15,FHD,Non-Touch,Laptop,IND,4140599.232
22,3,5,26,17,FHD,Non-Touch,Laptop,FRA,4662754.194
20,3,49,28,15.4,QHD+,Non-Touch,Laptop,AUS,4424851.2
25,15,23,28,15,HD,Non-Touch,Laptop,CHN,1057716.576
42,13,23,35,15,FHD,Non-Touch,Laptop,GER,756249.34
20,3,16,17,10,FHD,Non-Touch,Desktop,FRA,2297944.152
20,3,49,9,10,FHD,Non-Touch,Desktop,AUS,3333721.86
20,3,16,26,10,FHD,Non-Touch,Desktop,IND,3552820.11
20,3,4,26,15,FHD,Non-Touch,Laptop,FRA,2539024.131
7,15,28,28,14,FHD,Non-Touch,Laptop,AUS,951901.965
20,7,56,7,17,UHD,Non-Touch,Laptop,CAN,4337814.39
20,7,9,2,10,FHD,Non-Touch,Desktop,FRA,3413324.124
8,3,52,3,10,FHD,Non-Touch,Desktop,IND,5987619.484
19,3,16,9,10,FHD,Non-Touch,Desktop,IND,7397930.232
42,13,23,28,17,HD+,Non-Touch,Laptop,BRA,1040034.923
12,3,54,32,10,FHD,Non-Touch,Desktop,FRA,1353221.1
22,15,4,12,17,FHD,Non-Touch,Laptop,FRA,1732757.103
20,3,70,26,17,FHD,Non-Touch,Laptop,CHN,7347916.8
25,3,56,18,15,FHD,Non-Touch,Laptop,IND,3003440.076
20,15,55,26,10,FHD,Non-Touch,Desktop,FRA,3073631.533
20,15,54,28,13,QHD+,Touch,Laptop,CAN,2985859.468
25,16,23,28,15,HD+,Non-Touch,Laptop,IND,1128084.72
25,15,56,19,10,FHD,Non-Touch,Laptop,IND,1847173.26
22,3,54,26,17,QHD,Non-Touch,Laptop,FRA,4269284.04
9,3,23,28,10,FHD,Non-Touch,Desktop,FRA,1183614.005
20,3,59,19,17,FHD,Non-Touch,Laptop,FRA,2274255.984
20,15,54,10,15,FHD,Non-Touch,Laptop,CAN,3946957.56
5,15,23,23,15,FHD,Non-Touch,Laptop,CHN,2945888.979
25,11,41,28,13,UHD,Touch,Laptop,AUS,1367332.575
22,15,56,26,17,FHD,Non-Touch,Laptop,AUS,3979029.285
12,7,55,10,15,FHD,Touch,Laptop,FRA,1938873.3
22,15,5,5,15,FHD,Non-Touch,Laptop,GBR,2381432.83
20,3,70,28,15,FHD,Non-Touch,Desktop,AUS,1919999.97
10,15,31,12,10,FHD,Non-Touch,Desktop,FRA,1524828.949
22,7,54,32,15,QHD+,Non-Touch,Laptop,IND,6898343.13
42,15,41,5,13,QHD+,Touch,Laptop,AUS,3826942.56
25,15,70,5,23,FHD,Touch,Desktop,FRA,1604383.956
20,7,52,2,10,FHD,Non-Touch,Desktop,AUS,4827658.605
22,15,54,26,17,FHD,Non-Touch,Laptop,AUS,4646523.735
5,15,39,28,14,HD+,Non-Touch,Laptop,CHN,912976.974
22,15,70,3,10,FHD,Non-Touch,Desktop,GBR,3869151.013
10,15,41,5,15,FHD,Non-Touch,Laptop,FRA,1174261.914
22,7,70,28,15,FHD,Non-Touch,Laptop,AUS,2175148.29
15,15,40,28,14,HD+,Non-Touch,Laptop,AUS,1302724.71
20,15,67,14,15,UHD,Touch,Laptop,FRA,2512675.893
12,15,41,10,13,FHD,Touch,Laptop,IND,1713118.218
20,3,4,26,10,FHD,Non-Touch,Desktop,AUS,2368516.29
42,3,39,28,15,HD+,Non-Touch,Laptop,AUS,1763474.895
22,3,52,26,16,FHD,Non-Touch,Laptop,GER,4408450.914
13,3,70,28,10,FHD,Non-Touch,Desktop,FRA,1595979
40,13,41,28,14,HD+,Non-Touch,Laptop,AUS,776253.345
12,15,41,4,15,FHD,Non-Touch,Laptop,CAN,1468569.102
12,15,39,28,15,FHD,Non-Touch,Laptop,AUS,968213.295
12,3,23,34,10,FHD,Non-Touch,Desktop,FRA,1782533.795
25,15,5,14,15,FHD,Touch,Laptop,FRA,1196045.837
12,3,31,18,10,FHD,Non-Touch,Desktop,FRA,1974431.816
20,7,50,7,10,FHD,Non-Touch,Desktop,FRA,2912598.99
6,15,41,28,15,HD,Touch,Laptop,FRA,746396
20,3,40,14,17,FHD,Non-Touch,Laptop,BRA,2476978.86
20,15,54,14,15,UHD,Touch,Laptop,FRA,2648244.753
20,3,70,28,13,UHD,Touch,Laptop,IND,3825770.158
20,15,16,19,10,FHD,Non-Touch,Desktop,CAN,2739491.154
10,15,23,17,17,FHD,Non-Touch,Laptop,FRA,1869998.739
22,7,41,17,15,FHD,Non-Touch,Laptop,FRA,2245933.725
22,7,70,3,17,FHD,Non-Touch,Laptop,BRA,6543857.368
6,11,41,28,15,HD+,Non-Touch,Laptop,AUS,1142260.875
6,15,5,5,15,FHD,Non-Touch,Laptop,CAN,1581413.907
10,3,29,18,10,FHD,Non-Touch,Desktop,FRA,2201833.69
25,3,23,28,17,FHD,Touch,Laptop,FRA,1676308.725
20,3,23,14,15,UHD,Non-Touch,Laptop,BRA,4437065.774
25,11,41,28,13,FHD,Touch,Laptop,FRA,1464103.732
25,8,23,28,10,FHD,Non-Touch,Desktop,FRA,1061953.662
1,3,54,5,15,UHD,Touch,Laptop,IND,4995543.098
20,15,41,5,17,FHD,Non-Touch,Laptop,BRA,2494157.92
10,15,39,34,10,FHD,Non-Touch,Desktop,FRA,1482919.704
5,13,23,28,13,FHD,Non-Touch,Laptop,GER,878731.7
22,3,41,26,15,FHD,Non-Touch,Laptop,CAN,5512758.797
25,15,41,28,13,QHD+,Touch,Laptop,AUS,2129168.16
25,1,23,5,15,FHD,Non-Touch,Laptop,BRA,1283287.136
25,3,7,28,13,UHD,Non-Touch,Laptop,IND,5460994.098
25,3,4,14,10,FHD,Non-Touch,Desktop,IND,1638176.064
20,3,70,28,10,FHD,Non-Touch,Desktop,GBR,2709497.679
14,15,23,29,15,FHD,Non-Touch,Laptop,CHN,968491.944
35,2,55,31,10,FHD,Non-Touch,Desktop,CAN,10236458.96
25,13,53,4,15,FHD,Non-Touch,Laptop,GER,1235850.56
20,15,4,5,10,FHD,Non-Touch,Desktop,IND,1374249.24
6,13,41,28,12,FHD,Touch,Laptop,AUS,1183142.995
19,7,44,11,10,FHD,Non-Touch,Desktop,CAN,12825518.62
6,15,70,26,10,FHD,Non-Touch,Desktop,FRA,2740074.043
12,3,23,33,10,FHD,Non-Touch,Desktop,FRA,1066470.776
6,7,4,28,15,FHD,Non-Touch,Laptop,FRA,982839.2
8,3,23,28,12,QHD+,Touch,Laptop,FRA,3326435.343
20,7,39,19,17,FHD,Non-Touch,Laptop,CHN,5234279.4
20,3,41,10,15,FHD,Touch,Laptop,GER,4148904.95
25,13,23,28,15,UHD,Non-Touch,Laptop,GER,898321.5716
13,3,23,7,14,UHD,Non-Touch,Desktop,FRA,2249853.137
25,13,23,14,10,FHD,Non-Touch,Desktop,USA,1778437.584
20,7,39,14,15,FHD,Non-Touch,Laptop,CHN,4060022.4
20,15,70,19,10,FHD,Non-Touch,Desktop,GBR,2699054.12
20,15,23,18,17,QHD,Non-Touch,Laptop,GBR,3494999.669
12,15,54,10,15,FHD,Non-Touch,Laptop,BRA,1438694.816
1,3,23,14,15,UHD,Non-Touch,Laptop,GBR,6435068.409
20,3,55,14,10,FHD,Non-Touch,Desktop,FRA,2066733.466
20,3,58,19,10,FHD,Non-Touch,Desktop,IND,2484689.774
2,13,40,10,15,FHD,Non-Touch,Laptop,IND,836447.248
20,3,53,3,17,FHD,Non-Touch,Laptop,FRA,4972783.424
20,7,41,19,17,FHD,Non-Touch,Laptop,FRA,2231380.9
20,7,23,10,15,UHD,Touch,Laptop,FRA,3565191
20,7,39,28,15,FHD,Non-Touch,Desktop,CHN,6300882
20,15,56,18,10,FHD,Non-Touch,Desktop,FRA,2874704.931
25,15,39,28,15,HD+,Non-Touch,Laptop,AUS,1441863.36
25,8,41,14,15,FHD,Non-Touch,Laptop,FRA,1488923.8
6,15,54,1,15,FHD,Non-Touch,Laptop,IND,1565458.328
8,7,55,31,10,FHD,Non-Touch,Desktop,FRA,5308783.41
25,3,40,19,10,FHD,Non-Touch,Desktop,FRA,1528480.8
20,3,70,11,10,FHD,Non-Touch,Desktop,AUS,7191812.04
20,3,31,19,10,FHD,Non-Touch,Desktop,FRA,1828733.375
6,3,23,5,15,FHD,Non-Touch,Laptop,FRA,1164713.361
25,16,23,5,15,FHD,Non-Touch,Laptop,FRA,1415488.347
20,3,70,7,15,UHD,Non-Touch,Laptop,CHN,6403950
1,7,70,7,17,FHD,Non-Touch,Laptop,GBR,6836653.397
25,15,54,28,13,QHD+,Non-Touch,Laptop,GBR,3774106.42
39,7,70,28,15,UHD,Non-Touch,Desktop,AUS,4993550.31
20,3,53,28,15,UHD,Touch,Laptop,FRA,2046580.361
25,15,41,28,14,UHD,Non-Touch,Laptop,AUS,1377087.075
22,15,54,5,17,FHD,Non-Touch,Laptop,IND,2159594.346
20,13,4,28,14,FHD,Non-Touch,Laptop,AUS,1145253.69
12,15,23,32,15,FHD,Non-Touch,Laptop,CAN,1517074.65
20,15,41,28,14,HD+,Touch,Laptop,CHN,1604103.606
13,15,23,6,15,UHD,Non-Touch,Laptop,GER,1776114.27
1,7,45,3,15,UHD,Non-Touch,Laptop,IND,7287066.99
1,15,41,3,15,FHD,Non-Touch,Laptop,IND,5930354.556
22,7,54,28,15,FHD,Non-Touch,Laptop,GBR,5270559.112
25,13,4,35,15,FHD,Non-Touch,Laptop,AUS,1254499.05
25,3,23,14,10,FHD,Non-Touch,Desktop,USA,2171536.92
15,13,67,28,11,HD+,Non-Touch,Laptop,CAN,390284.44
20,7,4,7,15,FHD,Non-Touch,Laptop,GER,3714376.498
35,15,54,10,15,FHD,Non-Touch,Laptop,FRA,939120
20,3,56,7,17,QHD,Non-Touch,Laptop,IND,4741906.582
22,3,52,12,10,FHD,Non-Touch,Desktop,FRA,2047021.221
19,7,76,11,10,FHD,Non-Touch,Desktop,IND,11765544
35,13,23,10,15,FHD,Non-Touch,Laptop,GER,727388.2224
25,15,41,28,13,UHD,Non-Touch,Laptop,AUS,2527056
19,3,70,18,10,FHD,Non-Touch,Desktop,IND,4951953.426
7,13,40,28,13,FHD,Non-Touch,Laptop,AUS,908081.685
25,3,16,19,10,FHD,Non-Touch,Laptop,IND,2253546.064
20,3,23,28,13,QHD+,Touch,Laptop,FRA,4547545.1
1,7,54,2,17,UHD,Non-Touch,Laptop,BRA,6619696.059
10,15,54,17,10,FHD,Non-Touch,Desktop,FRA,1954467.151
14,13,23,4,15,FHD,Non-Touch,Laptop,CAN,1095163.096
22,3,49,3,10,FHD,Non-Touch,Desktop,AUS,6310247.58
6,16,23,33,15,FHD,Non-Touch,Laptop,FRA,1240290.73
20,13,54,28,15,FHD,Non-Touch,Laptop,CAN,2080388.31
25,15,41,28,13,UHD,Touch,Laptop,IND,2384820.592
6,15,4,19,17,FHD,Non-Touch,Laptop,CAN,2000081.456
20,11,23,28,13,FHD,Touch,Laptop,FRA,2031103.074
6,15,23,28,10,FHD,Non-Touch,Desktop,FRA,1266808.109
25,15,41,28,13,FHD,Non-Touch,Laptop,GBR,2337978.405
25,3,56,5,15,FHD,Non-Touch,Laptop,FRA,1338796.053
20,7,54,26,15,FHD,Non-Touch,Laptop,FRA,3888068.8
22,3,49,17,15,FHD,Non-Touch,Laptop,AUS,2534446.53
20,15,54,28,17,FHD,Touch,Laptop,FRA,1761743.06
20,15,56,28,15,FHD,Non-Touch,Laptop,GBR,2221155.86
2,15,23,33,10,FHD,Non-Touch,Desktop,FRA,916992.881
25,7,23,28,13,UHD,Touch,Laptop,FRA,933608.025
20,3,49,28,14,FHD,Non-Touch,Laptop,AUS,1878103.08
20,3,59,7,17,FHD,Non-Touch,Laptop,FRA,3325402.5
20,15,46,28,15,FHD,Non-Touch,Laptop,CHN,2749950
22,7,72,11,10,FHD,Non-Touch,Desktop,FRA,4505777.997
20,15,23,28,13,FHD,Non-Touch,Laptop,FRA,1833868.4
1,7,23,3,17,FHD,Non-Touch,Laptop,FRA,6798383.004
14,13,41,28,15,HD+,Non-Touch,Laptop,AUS,1071374.85
20,15,54,3,15,FHD,Non-Touch,Laptop,AUS,7135125.165
6,15,39,28,14,HD+,Non-Touch,Laptop,AUS,969713.745
12,3,4,10,15,FHD,Non-Touch,Laptop,IND,1405328.316
20,3,28,19,15,FHD,Touch,Laptop,IND,3016191.864
39,3,16,28,15,FHD,Non-Touch,Desktop,AUS,3585073.905
20,7,52,3,15,UHD,Non-Touch,Laptop,IND,7630455.84
20,7,60,19,17,FHD,Non-Touch,Laptop,FRA,2468462.976
20,15,56,17,10,FHD,Non-Touch,Desktop,CAN,3106339.6
20,3,52,7,15,FHD,Touch,Laptop,IND,4022259.864
13,15,41,28,14,FHD,Non-Touch,Laptop,FRA,1414267.036
22,3,56,3,17,FHD,Non-Touch,Desktop,FRA,5798354.1
22,3,56,17,16,FHD,Non-Touch,Laptop,GER,3227880.88
20,7,60,7,17,FHD,Non-Touch,Laptop,FRA,3164962.892
12,3,16,2,10,FHD,Non-Touch,Desktop,CAN,3770913.51
25,15,23,28,13,UHD,Touch,Laptop,FRA,2748063.878
20,3,39,28,15,FHD,Touch,Laptop,CHN,2808023.4
13,3,54,28,14,FHD,Non-Touch,Laptop,FRA,2231812.884
25,15,23,28,14,HD,Touch,Laptop,CHN,1144775.142
10,15,23,19,15,UHD,Non-Touch,Laptop,FRA,1750710.836
20,7,70,28,17,UHD,Non-Touch,Laptop,FRA,3946003.6
22,3,55,2,10,FHD,Non-Touch,Desktop,GBR,4081110.985
9,15,23,14,10,FHD,Non-Touch,Desktop,FRA,1216141.871
22,7,42,7,10,FHD,Non-Touch,Desktop,FRA,2917862.836
20,15,4,28,10,FHD,Non-Touch,Laptop,GBR,1762136.418
10,13,54,12,15,FHD,Non-Touch,Laptop,GER,1562320.606
6,15,41,28,14,QHD+,Touch,Laptop,FRA,2230512.9
20,3,41,19,15,FHD,Non-Touch,Laptop,IND,3815293.174
20,3,23,2,10,FHD,Non-Touch,Desktop,GBR,4813484.13
20,3,54,28,10,FHD,Non-Touch,Desktop,IND,2024598.688
22,7,24,9,10,FHD,Non-Touch,Desktop,FRA,2930952.759
20,7,56,28,15,FHD,Non-Touch,Desktop,AUS,2993585.91
25,15,23,26,15,UHD,Non-Touch,Laptop,FRA,2914894.752
25,15,31,19,10,FHD,Non-Touch,Desktop,FRA,1603395.759
20,3,41,2,17,UHD,Non-Touch,Laptop,GBR,6688956.232
12,3,23,9,10,FHD,Non-Touch,Desktop,FRA,1984307.745
25,16,23,18,15,FHD,Non-Touch,Laptop,FRA,2212206.717
25,13,23,35,15,FHD,Non-Touch,Laptop,GER,1081570.14
20,15,41,28,13,FHD,Touch,Laptop,IND,2957475.654
12,15,54,10,13,FHD,Touch,Laptop,CAN,2201434.162
20,3,23,5,13,QHD,Touch,Laptop,IND,6087240.04
20,3,53,14,17,FHD,Non-Touch,Laptop,FRA,1900171
25,16,4,28,10,FHD,Non-Touch,Desktop,FRA,1298166.8
20,3,56,28,15,FHD,Touch,Laptop,IND,2452166.024
22,15,54,12,15,FHD,Non-Touch,Laptop,FRA,1733882.661
10,15,56,19,15,FHD,Non-Touch,Laptop,FRA,1577831.661
20,3,39,28,13,UHD,Touch,Laptop,CAN,2361040.5
25,15,70,5,10,FHD,Non-Touch,Desktop,CAN,1573050.57
20,3,46,14,15,FHD,Non-Touch,Laptop,CHN,3312288
20,3,25,28,15,FHD,Touch,Laptop,FRA,2154358.626
2,15,31,9,10,FHD,Non-Touch,Desktop,FRA,1318278.654
22,15,4,5,15,FHD,Non-Touch,Laptop,FRA,1647187.661
25,15,56,18,10,FHD,Non-Touch,Desktop,FRA,2493151.626
22,3,70,3,10,FHD,Non-Touch,Desktop,AUS,6528113.865
25,15,57,28,10,FHD,Non-Touch,Desktop,FRA,870082.598
20,7,9,7,10,FHD,Non-Touch,Desktop,FRA,2432342.626
6,11,23,28,15,FHD,Non-Touch,Laptop,GER,1122492
12,15,56,1,15,FHD,Non-Touch,Desktop,GER,1946587.72
25,15,41,29,14,FHD,Non-Touch,Laptop,IND,2767856.616
23,16,54,28,12,FHD+,Non-Touch,Laptop,FRA,2591837.605
10,15,41,18,15,FHD,Non-Touch,Laptop,FRA,1776414.584
25,15,54,28,12,FHD,Touch,Laptop,FRA,2261481.327
42,13,41,28,15,HD+,Non-Touch,Laptop,IND,821627.982
12,15,70,19,10,FHD,Non-Touch,Desktop,FRA,1829397.577
20,3,16,3,10,FHD,Non-Touch,Desktop,IND,5131561.344
20,15,39,28,13,FHD,Non-Touch,Laptop,CHN,3830702.4
12,3,56,14,10,FHD,Non-Touch,Desktop,IND,1853464.704
20,3,54,19,15,QHD,Touch,Laptop,IND,5944821.12
25,15,70,28,10,FHD,Non-Touch,Desktop,CAN,1427540.66
20,3,23,18,17,FHD,Non-Touch,Laptop,USA,4146763.824
25,15,23,5,27,FHD,Non-Touch,Desktop,IND,2477915.748
20,15,54,28,12,FHD,Touch,Laptop,FRA,2970871.4
20,3,55,31,10,FHD,Non-Touch,Desktop,IND,5580601.376
22,3,16,3,10,FHD,Non-Touch,Desktop,AUS,4343114.265
25,3,16,19,10,FHD,Non-Touch,Desktop,IND,2569887.544
6,11,4,28,15,FHD,Non-Touch,Laptop,AUS,1236447.87
26,13,67,28,14,HD+,Non-Touch,Laptop,CHN,497770.2979
20,7,23,28,17,FHD,Touch,Laptop,IND,2590533.414
20,3,3,9,10,FHD,Non-Touch,Desktop,GER,5405067.431
20,3,56,26,17,FHD,Non-Touch,Laptop,GBR,5095886.887
42,13,23,28,15,HD,Non-Touch,Laptop,CHN,677019.168
20,7,70,4,15,FHD,Non-Touch,Laptop,USA,1517374.601
25,15,52,28,17,HD+,Non-Touch,Laptop,IND,1657194.714
20,7,23,3,15,FHD,Non-Touch,Laptop,CAN,6846817.177
20,7,59,19,15,FHD,Non-Touch,Laptop,FRA,2509692.388
20,3,56,7,17,FHD,Non-Touch,Laptop,IND,3743168.506
25,13,16,28,14,FHD,Non-Touch,Laptop,AUS,1321160.715
6,13,41,28,10,FHD,Touch,Laptop,FRA,1848507.395
20,3,23,2,17,UHD,Non-Touch,Laptop,GBR,6829890.48
6,15,23,28,27,UHD,Touch,Desktop,IND,3528082.236
22,3,23,26,13,FHD,Non-Touch,Laptop,GER,5439340.746
22,7,70,14,10,FHD,Non-Touch,Desktop,FRA,3860076.374
20,15,41,28,14,FHD,Non-Touch,Laptop,AUS,1745402.505
20,15,54,14,15,FHD,Non-Touch,Laptop,IND,2290313.802
20,15,4,28,17,FHD,Non-Touch,Laptop,AUS,1666054.005
